source,subject
62010CJ0041,Right of establishment
62009CJ0081,Right of establishment
62008CJ0467,Freedom to provide services
62008CJ0467,Copyright and related rights
62008CJ0467,Approximation of laws
62008CJ0467,Intellectual; industrial and commercial property
62008CJ0467,Right of establishment
62008CJ0389,Telecommunications
62008CJ0389,Freedom to provide services
62008CJ0389,Right of establishment
62008CJ0389,Approximation of laws
62008CJ0389,Consumer protection
62009CJ0154,Approximation of laws
62009CJ0154,Consumer protection
62009CJ0154,Freedom to provide services
62009CJ0154,Right of establishment
62009CJ0154,Telecommunications
62008CJ0222,Consumer protection
62008CJ0222,Approximation of laws
62008CJ0222,Right of establishment
62008CJ0222,Freedom to provide services
62008CJ0222,Telecommunications
62010CJ0024,Right of establishment
62008CJ0064,Right of establishment
62008CJ0064,Freedom to provide services
62007CJ0316,Freedom to provide services
62007CJ0316,Right of establishment
62006CJ0409,Freedom to provide services
62006CJ0409,Right of establishment
62010CJ0006,Right of establishment
62008CJ0271,Approximation of laws
62008CJ0271,Right of establishment
62008CJ0271,Freedom to provide services
62009CJ0074,Freedom to provide services
62009CJ0074,Right of establishment
62009CJ0074,Approximation of laws
62010CJ0008,Right of establishment
62008CJ0171,Right of establishment
62008CJ0171,Free movement of capital
62009CJ0099,Right of establishment
62009CJ0099,Freedom to provide services
62009CJ0099,Telecommunications
62009CJ0099,Consumer protection
62009CJ0099,Approximation of laws
62009CJ0478,Right of establishment
62007CJ0570,Right of establishment
62008CJ0145,Right of establishment
62008CJ0145,Approximation of laws
62008CJ0545,Right of establishment
62008CJ0545,Freedom to provide services
62008CJ0545,Telecommunications
62008CJ0545,Consumer protection
62008CJ0545,Approximation of laws
62008CJ0160,Approximation of laws
62008CJ0160,Right of establishment
62008CJ0160,Freedom to provide services
62007CJ0092,Free movement of workers
62007CJ0092,Association Agreement
62007CJ0092,Freedom to provide services
62007CJ0092,anti-discrimination
62007CJ0092,Principles; objectives and tasks of the Treaties
62007CJ0092,External relations
62007CJ0092,Right of establishment
62008CJ0265,Freedom to provide services
62008CJ0265,Right of establishment
62008CJ0265,Approximation of laws
62007CJ0423,Approximation of laws
62007CJ0423,Right of establishment
62007CJ0423,Freedom to provide services
62008CJ0096,Taxation
62008CJ0096,Right of establishment
62008CJ0091,Right of establishment
62008CJ0091,Non-discrimination on grounds of nationality
62008CJ0091,anti-discrimination
62008CJ0091,Approximation of laws
62008CJ0091,Freedom to provide services
62009CJ0294,Right of establishment
62008CJ0384,Right of establishment
62008CJ0317,Right of establishment
62008CJ0317,Approximation of laws
62008CJ0317,Freedom to provide services
62008CJ0317,Telecommunications
62008CJ0317,Consumer protection
62008CJ0451,Freedom to provide services
62008CJ0451,Right of establishment
62008CJ0451,Approximation of laws
62008CJ0522,Right of establishment
62008CJ0522,Freedom to provide services
62008CJ0522,Telecommunications
62008CJ0522,Consumer protection
62008CJ0522,Approximation of laws
62008CJ0440,Right of establishment
62008CJ0236,Freedom to provide services
62008CJ0236,Approximation of laws
62008CJ0236,Intellectual; industrial and commercial property
62008CJ0236,Trade marks
62008CJ0236,Right of establishment
62009CJ0330,Right of establishment
62008CJ0337,Right of establishment
62009CJ0170,Right of establishment
62009CJ0170,Approximation of laws
62009CJ0295,Right of establishment
62008CJ0456,Approximation of laws
62008CJ0456,Right of establishment
62008CJ0456,Freedom to provide services
62008CJ0311,Free movement of capital
62008CJ0311,anti-discrimination
62008CJ0311,Non-discrimination on grounds of nationality
62008CJ0311,Right of establishment
62009CJ0017,Freedom to provide services
62009CJ0017,Right of establishment
62009CJ0017,Approximation of laws
62008CJ0343,Approximation of laws
62008CJ0343,Right of establishment
62008CJ0376,Right of establishment
62008CJ0376,Freedom to provide services
62008CJ0376,Free movement of workers
62008CJ0376,Approximation of laws
62008CJ0376,Competition
62008CJ0305,Right of establishment
62008CJ0305,Approximation of laws
62008CJ0305,Freedom to provide services
62008CJ0455,Approximation of laws
62008CJ0455,Freedom to provide services
62008CJ0455,Right of establishment
62008CJ0586,Free movement of workers
62008CJ0586,Right of establishment
62008CJ0586,Freedom to provide services
62008CJ0505,Free movement of workers
62008CJ0505,Right of establishment
62008CJ0505,Freedom to provide services
62008CJ0299,Right of establishment
62008CJ0299,Freedom to provide services
62008CJ0299,Approximation of laws
62007CJ0424,Consumer protection
62007CJ0424,Approximation of laws
62007CJ0424,Right of establishment
62007CJ0424,Freedom to provide services
62007CJ0424,Telecommunications
62008CJ0476,Approximation of laws
62008CJ0476,Right of establishment
62008CJ0476,Freedom to provide services
62008CJ0475,Freedom to provide services
62008CJ0475,Right of establishment
62008CJ0475,Approximation of laws
62008CJ0475,Energy
62008CJ0314,Principles; objectives and tasks of the Treaties
62008CJ0314,Right of establishment
62007CJ0199,Right of establishment
62007CJ0199,Freedom to provide services
62008CJ0551,Freedom to provide services
62008CJ0551,Right of establishment
62007CJ0536,Approximation of laws
62007CJ0536,Right of establishment
62007CJ0536,Freedom to provide services
62008CJ0474,Freedom to provide services
62008CJ0474,Right of establishment
62008CJ0474,Approximation of laws
62008CJ0474,Energy
62008CJ0274,Right of establishment
62008CJ0274,Freedom to provide services
62008CJ0274,Energy
62008CJ0274,Approximation of laws
62008CJ0438,Right of establishment
62008CJ0138,Freedom to provide services
62008CJ0138,Approximation of laws
62008CJ0138,Right of establishment
62008CJ0196,Competition
62008CJ0196,Right of establishment
62008CJ0196,Freedom to provide services
62008CJ0101,Right of establishment
62008CJ0101,Principles; objectives and tasks of the Treaties
62009CJ0006,Right of establishment
62009CJ0006,Approximation of laws
62008CJ0247,Free movement of capital
62008CJ0247,Taxation
62008CJ0247,Approximation of laws
62008CJ0247,Right of establishment
62008CJ0549,Right of establishment
62008CJ0549,Approximation of laws
62008CJ0468,Free movement of workers
62008CJ0468,Right of establishment
62008CJ0468,Freedom to provide services
62008CJ0502,Right of establishment
62008CJ0502,Approximation of laws
62008CJ0504,Right of establishment
62008CJ0504,Approximation of laws
62008CJ0477,Free movement of workers
62008CJ0477,Right of establishment
62008CJ0477,Freedom to provide services
62008CJ0206,Right of establishment
62008CJ0206,Approximation of laws
62008CJ0206,Freedom to provide services
62008CJ0199,Right of establishment
62007CJ0573,Freedom to provide services
62007CJ0573,Non-discrimination on grounds of nationality
62007CJ0573,Right of establishment
62007CJ0573,Principles; objectives and tasks of the Treaties
62007CJ0573,anti-discrimination
62008CJ0005,Freedom to provide services
62008CJ0005,Copyright and related rights
62008CJ0005,Intellectual; industrial and commercial property
62008CJ0005,Approximation of laws
62008CJ0005,Right of establishment
62008CJ0574,Approximation of laws
62008CJ0574,Right of establishment
62008CJ0469,Free movement of workers
62008CJ0469,Right of establishment
62008CJ0469,Freedom to provide services
62008CJ0556,Free movement of workers
62008CJ0556,Freedom to provide services
62008CJ0556,Right of establishment
62008CJ0567,Free movement of workers
62008CJ0567,Freedom to provide services
62008CJ0567,Right of establishment
62008CJ0490,Freedom to provide services
62008CJ0490,Right of establishment
62008CJ0465,Free movement of workers
62008CJ0465,Right of establishment
62008CJ0465,Freedom to provide services
62008CJ0356,Right of establishment
62008CJ0356,Freedom to provide services
62007CJ0303,Taxation
62007CJ0303,Approximation of laws
62007CJ0303,Right of establishment
62006CJ0480,Approximation of laws
62006CJ0480,Right of establishment
62006CJ0480,Freedom to provide services
62007CJ0300,Freedom to provide services
62007CJ0300,Right of establishment
62007CJ0300,Approximation of laws
62008CJ0546,Right of establishment
62008CJ0546,Approximation of laws
62007CJ0568,Right of establishment
62008CJ0109,Right of establishment
62008CJ0109,Free movement of goods
62008CJ0109,Provisions governing the Institutions
62008CJ0109,Approximation of laws
62008CJ0109,Freedom to provide services
62008CJ0109,Quantitative restrictions
62008CJ0109,Measures having equivalent effect
62007CJ0250,Approximation of laws
62007CJ0250,Right of establishment
62007CJ0250,Freedom to provide services
62008CJ0427,Freedom to provide services
62008CJ0427,Right of establishment
62008CJ0427,Citizenship of the Union
62008CJ0427,Right of entry and residence
62007CJ0538,Approximation of laws
62007CJ0538,Freedom to provide services
62007CJ0538,Right of establishment
62007CJ0171,Right of establishment
62006CJ0531,Free movement of capital
62006CJ0531,Right of establishment
62008CJ0313,Right of establishment
62008CJ0532,Approximation of laws
62008CJ0532,Right of establishment
62006CJ0518,Freedom to provide services
62006CJ0518,Right of establishment
62007CJ0287,Approximation of laws
62007CJ0287,Freedom to provide services
62007CJ0287,Right of establishment
62007CJ0292,Freedom to provide services
62007CJ0292,Right of establishment
62007CJ0292,Approximation of laws
62007CJ0406,Free movement of capital
62007CJ0406,Right of establishment
62007CJ0326,Free movement of capital
62007CJ0326,Right of establishment
62007CJ0348,Freedom to provide services
62007CJ0348,Right of establishment
62008CJ0143,Right of establishment
62008CJ0245,Freedom to provide services
62008CJ0245,Right of establishment
62008CJ0245,Free movement of workers
62007CJ0169,Right of establishment
62007CJ0458,Telecommunications
62007CJ0458,Freedom to provide services
62007CJ0458,Right of establishment
62007CJ0458,Approximation of laws
62007CJ0458,Consumer protection
62007CJ0545,Freedom to provide services
62007CJ0545,Intellectual; industrial and commercial property
62007CJ0545,Approximation of laws
62007CJ0545,Right of establishment
62007CJ0222,Freedom to provide services
62007CJ0222,State aids
62007CJ0222,Non-discrimination on grounds of nationality
62007CJ0222,Right of establishment
62007CJ0222,anti-discrimination
62007CJ0222,Competition
62008CJ0224,Right of entry and residence
62008CJ0224,Freedom to provide services
62008CJ0224,Right of establishment
62008CJ0224,Citizenship of the Union
62006CJ0524,Right of entry and residence
62006CJ0524,Data protection
62006CJ0524,Fundamental rights
62006CJ0524,anti-discrimination
62006CJ0524,Approximation of laws
62006CJ0524,Right of establishment
62006CJ0524,Citizenship of the Union
62006CJ0524,Non-discrimination on grounds of nationality
62006CJ0311,Right of establishment
62006CJ0311,Freedom to provide services
62006CJ0311,Free movement of workers
62007CJ0240,Copyright and related rights
62007CJ0240,Approximation of laws
62007CJ0240,Intellectual; industrial and commercial property
62007CJ0240,Freedom to provide services
62007CJ0240,Right of establishment
62007CJ0539,Approximation of laws
62007CJ0539,Consumer protection
62007CJ0539,Telecommunications
62007CJ0539,Freedom to provide services
62007CJ0539,Right of establishment
62007CJ0213,Freedom to provide services
62007CJ0213,Right of establishment
62007CJ0213,Approximation of laws
62006CJ0210,Right of establishment
62007CJ0161,Right of establishment
62007CJ0282,Right of establishment
62007CJ0282,Free movement of capital
62006CJ0338,Right of establishment
62008CJ0239,Right of entry and residence
62008CJ0239,Right of establishment
62008CJ0239,Citizenship of the Union
62008CJ0239,Freedom to provide services
62007CJ0330,Right of establishment
62007CJ0418,Right of establishment
62008CJ0223,Right of entry and residence
62008CJ0223,Right of establishment
62008CJ0223,Citizenship of the Union
62008CJ0223,Freedom to provide services
62008CJ0113,Right of establishment
62007CJ0151,Freedom to provide services
62007CJ0151,Right of establishment
62007CJ0151,Free movement of workers
62007CJ0324,Freedom to provide services
62007CJ0324,Right of establishment
62007CJ0324,Non-discrimination on grounds of nationality
62007CJ0324,Approximation of laws
62007CJ0324,anti-discrimination
62007CJ0437,Approximation of laws
62007CJ0437,Freedom to provide services
62007CJ0437,Right of establishment
62006CJ0286,Free movement of workers
62006CJ0286,Right of establishment
62006CJ0286,Freedom to provide services
62005CJ0274,Right of establishment
62005CJ0274,Freedom to provide services
62005CJ0274,Free movement of workers
62007CJ0239,Freedom to provide services
62007CJ0239,Right of establishment
62007CJ0239,Approximation of laws
62007CJ0239,Energy
62007CJ0304,Approximation of laws
62007CJ0304,Intellectual; industrial and commercial property
62007CJ0304,Freedom to provide services
62007CJ0304,Right of establishment
